,Unnamed: 0,image_name,text,image_type_folder
2248,2256,2022-09-28_00-10-31_UTC_8.jpg,"Blackboard: 'are you still there?'- No, I'm fucking not. I stopped reading my stupid piece of shit reading assignment to go do something that doesn't make me question my life every 5 minutes",yikyakyeo/image_type_3/
2249,2257,2022-02-19_04-34-23_UTC_4.jpg,Azzies workers are the backbone of this campus rn,yikyakyeo/image_type_3/
2250,2258,2022-02-19_04-34-23_UTC_5.jpg,i am going to toaster bath its too early for breakout room,yikyakyeo/image_type_3/
2251,2259,2022-02-19_04-21-09_UTC_1.jpg,okay whose idea wass it to have the first day of the semester on a friday,yikyakyeo/image_type_3/
2252,2260,2022-09-28_00-10-31_UTC_9.jpg,Jumping up and down on my bed so my neighbors think I pull bitches,yikyakyeo/image_type_3/
2253,2261,2022-09-25_23-16-48_UTC_3.jpg,guys do NOT go to the pimped out cum dump in sneed right now i just heard someone calling campus security,yikyakyeo/image_type_3/
2254,2262,2022-09-25_23-16-48_UTC_7.jpg,why would i ever even attempt to do weekend homeworkon any day but sunday,yikyakyeo/image_type_3/
2255,2263,2022-02-19_04-21-09_UTC_5.jpg,"reslife now has ""reverse rounds"" which is where you have to knock on your ra's door and share a joint with them",yikyakyeo/image_type_3/
2256,2264,2022-02-19_04-34-23_UTC_1.jpg,can my prof please stop sharing the screen i need to look at myself more,yikyakyeo/image_type_3/
2257,2265,2022-02-19_04-21-09_UTC_4.jpg,Being an RA has just made me realize how easily I could be bribed,yikyakyeo/image_type_3/
2258,2266,2022-09-25_23-16-48_UTC_6.jpg,Sending productive vibes to all the folks who saved their hw for Sunday I believe in us!,yikyakyeo/image_type_3/
2259,2267,2022-09-25_23-16-48_UTC_4.jpg,Friendly reminder: don't date seniors if you are a freshman!,yikyakyeo/image_type_3/
2260,2268,2022-02-19_04-21-09_UTC_6.jpg,The Oberlin meal plan was clearly devised by the infinite number of monkeys with their infinite number of typewriters,yikyakyeo/image_type_3/
2261,2269,2022-02-19_04-34-23_UTC_2.jpg,if you say nathan carpenter three times into a mirror he will appear behind you and tickle your feet,yikyakyeo/image_type_3/
2262,2270,2022-09-23_01-16-00_UTC_10.jpg,9 pm tonight fall starts and the fact that all highs are below 70 starting tomorrow makes this season shift feel like a video game,yikyakyeo/image_type_3/
2263,2271,2022-02-19_04-34-23_UTC_3.jpg,the feminine urge to gaslight con students,yikyakyeo/image_type_3/
2264,2272,2022-02-19_04-21-09_UTC_7.jpg,i feel like pitch perfect gave me unrealistic expectations about the communal shower experience,yikyakyeo/image_type_3/
2265,2273,2022-09-28_00-10-31_UTC_10.jpg,Queer studies majors when their funky little outfit is due at 11:59,yikyakyeo/image_type_3/
2266,2274,2022-09-25_23-16-48_UTC_5.jpg,hi can i get an iced dirty slutty filthy chai,yikyakyeo/image_type_3/
2267,2275,2022-02-18_02-09-50_UTC_6.jpg,oberlin boys stop shaving your heads challenge? far too many q tips walking around campus rn,yikyakyeo/image_type_3/
2268,2276,2022-02-15_01-38-25_UTC_1.jpg,everyone talks about athletes not knowing how to wear masks but nobody talks about how they don't know how to wear deodorant either,yikyakyeo/image_type_3/
2269,2277,2022-02-19_04-28-01_UTC_3.jpg,"Whoever was whistling and snapping during the winter term opera, I hope all your bread goes moldy",yikyakyeo/image_type_3/
2270,2278,2022-09-25_01-14-40_UTC_1.jpg,i tell my friends to walk me back to my dorm for 'safety reasons' but really it's just a ploy to get us to spend a bit more time together,yikyakyeo/image_type_3/
2271,2279,2022-02-16_04-03-27_UTC_7.jpg,I can tell some of yall are really dehydrated from the color of the piss that you NEVER flush,yikyakyeo/image_type_3/
2272,2280,2022-10-10_01-30-44_UTC_3.jpg,yeah sex is good but have you ever laid down and instantly felt all your joint pain decrease?,yikyakyeo/image_type_3/
2273,2281,2022-09-23_01-16-00_UTC_1.jpg,can we all go trick or treating at Ambar's office and get better financial aid,yikyakyeo/image_type_3/
2274,2282,2022-02-18_02-13-54_UTC_3.jpg,good news! they're selling koi fish for plus 3 flex now,yikyakyeo/image_type_3/
2275,2283,2022-02-18_02-13-54_UTC_2.jpg,The day oberlin feeds us is the day I'll go to the sco sober,yikyakyeo/image_type_3/
2276,2284,2022-10-10_01-30-44_UTC_2.jpg,are conservatory instructors called confessors,yikyakyeo/image_type_3/
2277,2285,2022-02-16_04-03-27_UTC_6.jpg,"My liver turning 30 tomorrow, my shoulders turning 52,and my low back turning 70",yikyakyeo/image_type_3/
2278,2286,2022-02-19_04-28-01_UTC_2.jpg,I heard a custodian say she was gonna take a shot every time she has to flush after y'all. Y'all better start supplying her drinks.,yikyakyeo/image_type_3/
2279,2287,2022-02-18_02-09-50_UTC_7.jpg,im scheming my hookups to sleep with one specimen from every section in the orchestra by the end of the semester gonna have me a collection,yikyakyeo/image_type_3/
2280,2288,2022-02-18_02-09-50_UTC_5.jpg,So called free-thinker when there's a parade involving jellyfish,yikyakyeo/image_type_3/
2281,2289,2022-02-15_01-38-25_UTC_2.jpg,my bare foot touched the bathroom floor so i probably have athlete's foot. when does my foot start sexually assaulting people?,yikyakyeo/image_type_3/
2282,2290,2022-09-25_01-14-40_UTC_2.jpg,mildly high and wondering if I'm in love my friends??,yikyakyeo/image_type_3/
2283,2291,2022-02-16_04-03-27_UTC_4.jpg,I just love that I haven't gotten a single email from any of my professors yet and classes start on Friday,yikyakyeo/image_type_3/
2284,2292,2022-09-23_01-16-00_UTC_2.jpg,bless the people who actually set and use timers for their laundry. as for the rest of you...,yikyakyeo/image_type_3/
2285,2293,2022-02-18_02-13-54_UTC_1.jpg,oberlin is closing everything for the spring semester.goodbye,yikyakyeo/image_type_3/
2286,2294,2022-10-10_01-30-44_UTC_1.jpg,"all obies know is ride bikes, scroll on yikyak, be they/them, dye they hair, eat hot bowls & lie",yikyakyeo/image_type_3/
2287,2295,2022-09-23_01-16-00_UTC_3.jpg,I wanna kiss somebody and be in love with them even if it's silly and I especially wanna bottom for them thanks,yikyakyeo/image_type_3/
2288,2296,2022-02-16_04-03-27_UTC_5.jpg,"If I'm conservative but masturbate with my left hand, does that make me a leftist?",yikyakyeo/image_type_3/
2289,2297,2022-09-25_01-14-40_UTC_3.jpg,mildly high and wondering if I hate my friends,yikyakyeo/image_type_3/
2290,2298,2022-02-19_04-28-01_UTC_1.jpg,"No, zoom, I don't want to press space unmute my mic. I'm shoveling Doritos into my mouth as fast as possible",yikyakyeo/image_type_3/
2291,2299,2022-02-15_01-38-25_UTC_3.jpg,Gonna start barking in front of the mail room window for my package,yikyakyeo/image_type_3/
2292,2300,2022-02-18_02-09-50_UTC_4.jpg,My roommate is back and the overhead light is on again :(,yikyakyeo/image_type_3/
2293,2301,2022-09-27_01-22-09_UTC_9.jpg,some of y'all freshman did not party enough highschool to understand your drinking limits... keep taking it slow and work your way up,yikyakyeo/image_type_3/
2294,2302,2022-02-15_01-38-25_UTC_7.jpg,Listening to silly little love songs in my room doing cute makeup for myself today bc you can't love anyone till ya love yourself doing something nice for yourself today!!!,yikyakyeo/image_type_3/
2295,2303,2022-02-19_04-28-01_UTC_5.jpg,My roommate is on academic probation and skipped her first day of classes... she fears nothing,yikyakyeo/image_type_3/
2296,2304,2022-02-16_04-03-27_UTC_1.jpg,Imagine being one of the albino squirrels. So blissfully unaware that you're in Ohio,yikyakyeo/image_type_3/
2297,2305,2022-09-25_01-14-40_UTC_7.jpg,getting cute to go to consent training in case someone there wants to ask me for consensual sex,yikyakyeo/image_type_3/
2298,2306,2022-10-10_06-07-58_UTC_8.jpg,Daily dad joke #8: Why didn't Han Solo enjoy his steak dinner? It was Chewie.,yikyakyeo/image_type_3/
2299,2307,2022-09-23_01-16-00_UTC_7.jpg,"sorry i'm late professor, i was creating the most perfect autumnal outfit",yikyakyeo/image_type_3/
2300,2308,2022-10-10_01-30-44_UTC_5.jpg,something just doesn't feel right about this place,yikyakyeo/image_type_3/
2301,2309,2022-02-18_02-13-54_UTC_5.jpg,the rat isnt closing its just being replaced by a giant rat whose flesh regenerates as we tear it off to consume it. sometimes it will whisper secrets to you,yikyakyeo/image_type_3/
2302,2310,2022-02-18_02-13-54_UTC_4.jpg,they're also closing stevie for the spring semester,yikyakyeo/image_type_3/
2303,2311,2022-10-10_01-30-44_UTC_4.jpg,the rat not being open on sundays should be a crime because i'm hungover and want a greasy sandwich,yikyakyeo/image_type_3/
2304,2312,2022-09-23_01-16-00_UTC_6.jpg,I wanna stop drinking but the owner of the liquor store has a family to feed,yikyakyeo/image_type_3/
2305,2313,2022-10-10_06-07-58_UTC_9.jpg,Daily dad joke #9: Did you hear what happened to the constipated accountant? He couldn't budget and had to work it out with a pencil.,yikyakyeo/image_type_3/
2306,2314,2022-09-25_01-14-40_UTC_6.jpg,"I'm so happy here! Everyone I've met is so nice-every group I've spent time with instantly makes me feel welcome and included! This is so much better than high school. Mikqvak Find your herd. Again. O > Yik Yak on Septsmbér24, 2ar Ob allege, and. 1",yikyakyeo/image_type_3/
2307,2315,2022-02-19_04-28-01_UTC_4.jpg,starting my final semester w/ no classes on fridays and 14 credits because i'm winning at the senior slide okay,yikyakyeo/image_type_3/
2308,2316,2022-02-15_01-38-25_UTC_6.jpg,friendly reminder to wash your sheets and pillowcases,yikyakyeo/image_type_3/
2309,2317,2022-02-18_02-13-54_UTC_10.jpg,I love to spread misinformation on yikyak,yikyakyeo/image_type_3/
2310,2318,2022-02-18_02-09-50_UTC_1.jpg,People who weren't here for winter term legally can't yak until they get their covid test results back,yikyakyeo/image_type_3/
2311,2319,2022-09-27_01-22-09_UTC_8.jpg,Some people benefit from extension accommodations for essays. I am not because if you give me an extension I will just wait until the last minute of the extension to start work,yikyakyeo/image_type_3/
2312,2320,2022-02-19_04-21-09_UTC_10.jpg,idk who needs to hear this but liking weird time signatures isn't a personality trait,yikyakyeo/image_type_3/
2313,2321,2022-02-18_02-09-50_UTC_3.jpg,Take your age. Add four. That's not your age. Impressed? I bet,yikyakyeo/image_type_3/
2314,2322,2022-10-07_01-43-46_UTC_8.jpg,Let's play every guy's favorite game: was she flirting with me or just being nice,yikyakyeo/image_type_3/
2315,2323,2022-02-15_01-38-25_UTC_4.jpg,Bestie abandoned me on Euphoria night for some dick.,yikyakyeo/image_type_3/
2316,2324,2022-02-19_04-28-01_UTC_6.jpg,guys what happens if i google penis,yikyakyeo/image_type_3/
2317,2325,2022-02-16_04-03-27_UTC_2.jpg,heyg irl sorry i ddidnt text back i awoke t o find i have transformed intto a giant hideous bug,yikyakyeo/image_type_3/
2318,2326,2022-09-25_01-14-40_UTC_4.jpg,who wants to go on cute fall dates and also make out,yikyakyeo/image_type_3/
2319,2327,2022-10-02_00-10-52_UTC_8.jpg,I write two sentences and then reward myself with funny videos for a half hour,yikyakyeo/image_type_3/
2320,2328,2022-10-10_01-30-44_UTC_6.jpg,Yeobie slapped my girlfriend's ass??? (not clickbait),yikyakyeo/image_type_3/
2321,2329,2022-09-23_01-16-00_UTC_4.jpg,almost 1-year self-harm free :),yikyakyeo/image_type_3/
2322,2330,2022-02-18_02-13-54_UTC_6.jpg,due to budget cuts students are encouraged to feast on one another's flesh as an afternoon snack,yikyakyeo/image_type_3/
2323,2331,2022-02-18_02-13-54_UTC_7.jpg,Decafe is closed right now so he cannot steal anything,yikyakyeo/image_type_3/
2324,2332,2022-09-23_01-16-00_UTC_5.jpg,IT IS OK TO HAVE MONEY AND COME FROM WEALTH!!! it's not ok to pretend you're poor for attention!!!,yikyakyeo/image_type_3/
2325,2333,2022-10-10_01-30-44_UTC_7.jpg,watching people run away from campus safety from my window is so entertaining,yikyakyeo/image_type_3/
2326,2334,2022-10-02_00-10-52_UTC_9.jpg,What the actual fuck was last night,yikyakyeo/image_type_3/
2327,2335,2022-10-10_06-07-58_UTC_10.jpg,Daily dad joke #10: (Birthday edition because it's my birthday today)  What goes up and never comes down?  Your age,yikyakyeo/image_type_3/
2328,2336,2022-09-25_01-14-40_UTC_5.jpg,5 upvotes and i'll tell her i like her,yikyakyeo/image_type_3/
2329,2337,2022-02-16_04-03-27_UTC_3.jpg,No bars on campus?? Y'all forgot about Ambar,yikyakyeo/image_type_3/
2330,2338,2022-02-19_04-28-01_UTC_7.jpg,I (arts and sciences) walked into the con today and everyone stared at me,yikyakyeo/image_type_3/
2331,2339,2022-02-15_01-38-25_UTC_5.jpg,Oh you're a strong independent woman?? Open this jar.,yikyakyeo/image_type_3/
2332,2340,2022-10-07_01-43-46_UTC_9.jpg,Me posting something on yak: Oh man this shit goin viral  Yak 20 min later: your post has been removed because it has been downvoted by your heard,yikyakyeo/image_type_3/
2333,2341,2022-02-18_02-09-50_UTC_2.jpg,"Winter Term is just about seeing how well you can gaslight your professor into believing you actually did your project,",yikyakyeo/image_type_3/
